id,Label,latitude,longitude
631,KIMT,45.8184013367,-88.11450195309999
632,KIND,39.7173,-86.294403
633,KINL,48.566200256347656,-93.4030990600586
634,KIPL,32.834201812699995,-115.57900238
635,KIPT,41.241798400878906,-76.92109680175781
636,KIRK,40.09349822998047,-92.5448989868164
637,KISN,48.177898407,-103.64199829100001
638,KISP,40.79520035,-73.10019684
639,KITH,42.49100112915039,-76.4583969116211
640,KIWA,33.30780029,-111.65499879999999
641,KJAC,43.6072998046875,-110.73799896240234
642,KJAN,32.3111991882,-90.0758972168
643,KJAX,30.49410057067871,-81.68789672851562
644,KJBR,35.83169937133789,-90.64640045166016
645,KJFK,40.63980103,-73.77890015
646,KLAN,42.77870178222656,-84.58740234375
647,KLAS,36.08010101,-115.15200039999999
648,KLAX,33.94250107,-118.40799709999999
649,KLBE,40.27590179,-79.40480042
650,KLEX,38.0364990234375,-84.60590362548828
651,KLGA,40.77719879,-73.87259674
652,KLGB,33.81769943,-118.15200039999999
653,KLIT,34.729400634799994,-92.22429656979999
654,KLMT,42.156101,-121.733002
655,KLNK,40.85100173950195,-96.75920104980469
656,KLSE,43.879002,-91.256699
657,KLUK,39.10329819,-84.41860199
658,KLWS,46.3745002746582,-117.01499938964844
659,KMBL,44.2723999,-86.24690247
660,KMBS,43.532901763916016,-84.07959747314453
661,KMCI,39.2976,-94.713898
662,KMCN,32.692798614501946,-83.64920043945312
663,KMCO,28.429399490356445,-81.30899810791016
664,KMDT,40.1935005188,-76.7633972168
665,KMDW,41.785999,-87.752403
666,KHOT,34.47800064086914,-93.09619903564452
667,KMEM,35.04240036010742,-89.97669982910156
668,KMFE,26.17580032,-98.23860168
669,KMFR,42.37419891357422,-122.8730010986328
670,KMHK,39.14099884033203,-96.6707992553711
671,KMHT,42.932598,-71.435699
672,KAPF,26.1525993347,-81.7752990723
673,KMIA,25.79319953918457,-80.29060363769531
674,KMKE,42.94720077514648,-87.89659881591797
675,KMKG,43.16949844,-86.23819733
676,KMLI,41.44850158691406,-90.50749969482422
677,KMOB,30.691200256348,-88.242797851562
678,KMOT,48.2593994140625,-101.27999877929688
679,KMRY,36.58700180053711,-121.84300231933594
680,KMSN,43.13990020751953,-89.3375015258789
681,KMSO,46.91630173,-114.0910034
682,KMSP,44.882,-93.221802
683,KMSY,29.99340057373047,-90.25800323486328
684,KMWA,37.75500107,-89.01110077
685,KMYR,33.6796989441,-78.9282989502
686,KNYL,32.65660095,-114.6060028
687,KOAK,37.721298,-122.221001
688,KOKC,35.39310073852539,-97.60070037841795
689,KOMA,41.3032,-95.89409599999999
690,KONT,34.05599975585937,-117.60099792480469
691,KORD,41.9786,-87.9048
692,KORF,36.89459991455078,-76.20120239257812
693,KOTH,43.41709899902344,-124.24600219726562
694,KOWB,37.74010086,-87.16680145
695,KPBI,26.68320083618164,-80.09559631347656
696,KPDT,45.695098877,-118.84100341799999
697,KPDX,45.58869934,-122.59799960000001
698,KPGD,26.92020035,-81.99050140000001
699,KPHF,37.13190079,-76.49299622
700,KPHL,39.87189865112305,-75.24109649658203
701,KPGA,36.92610168,-111.447998
702,KPHX,33.43429946899414,-112.01200103759766
703,KPIA,40.664199829100006,-89.6932983398
704,KLCK,39.813801,-82.927803
705,KPIE,27.91020012,-82.68740082
706,KPIH,42.9098014831543,-112.59600067138672
707,KHON,44.38520050048828,-98.22850036621094
708,KPIT,40.49150085,-80.23290253
709,KPNS,30.473400115967003,-87.18659973144501
710,KPSC,46.26470184326172,-119.11900329589844
711,KPSM,43.0778999329,-70.8233032227
712,KPSP,33.829700469970696,-116.50700378417969
713,KPUW,46.7439,-117.110001
714,KPVD,41.732601,-71.42040300000001
715,KRAP,44.0452995300293,-103.05699920654295
716,KRDD,40.50899887,-122.2929993
717,KRDM,44.254100799999996,-121.15000149999999
718,KRDU,35.877601623535156,-78.7874984741211
719,KRFD,42.19540023803711,-89.09719848632812
720,KRIC,37.50519943237305,-77.3197021484375
721,KRKS,41.5942,-109.065001
722,KRNO,39.49909973144531,-119.76799774169922
723,KROC,43.118900299072266,-77.67240142822266
724,KRSW,26.53619956970215,-81.75520324707031
725,KSAN,32.7336006165,-117.190002441
726,KSAT,29.533700942993164,-98.46980285644531
727,KSBA,34.42620087,-119.8399963
728,KSBP,35.2368011475,-120.64199829100001
729,KSDF,38.1744,-85.736
730,KSEA,47.449001,-122.308998
731,KSFB,28.7775993347168,-81.23750305175781
732,KMOD,37.62580109,-120.9540024
733,KSFO,37.61899948120117,-122.375
734,KSGU,37.036389,-113.510306
735,KSJC,37.362598,-121.929001
736,KSLC,40.78839874267578,-111.97799682617188
737,KSMF,38.69540023803711,-121.59100341796876
738,KSNA,33.67570114,-117.86799620000001
739,KSTL,38.748697,-90.370003
740,KTLH,30.396499633789066,-84.35030364990234
741,KTPA,27.975500106811523,-82.533203125
742,LATI,41.4146995544,19.7206001282
743,LBBG,42.56959915161133,27.515199661254886
744,LBSF,42.696693420410156,23.411436080932614
745,LBWN,43.232101,27.8251
746,LCEN,35.15470123291016,33.49610137939453
747,LCLK,34.875099182128906,33.62490081787109
748,LCPH,34.71799850463867,32.48569869995117
749,LDDU,42.5614013671875,18.268199920654297
750,LDPL,44.89350128173828,13.922200202941895
751,LDRI,45.21689987182617,14.570300102233887
752,LDSP,43.53889846801758,16.29800033569336
753,LDZA,45.742900848400005,16.0687999725
754,LEAL,38.28219985961914,-0.5581560134887695
755,LEAM,36.84389877319336,-2.3701000213623047
756,LEAS,43.5635986328125,-6.0346198081970215
757,LEBB,43.30110168457031,-2.9106099605560303
758,LEBL,41.2971,2.0784599999999998
759,LEBZ,38.891300201416016,-6.8213300704956055
760,LECO,43.302101,-8.37726
761,LEGE,41.901000976999995,2.7605500221
762,LEGR,37.18870162963867,-3.777359962463379
763,LEIB,38.8728981018,1.3731199502899998
764,LEJR,36.74459838867188,-6.060110092163086
765,LEMD,40.471926,-3.56264
766,LEMG,36.67490005493164,-4.499110221862793
767,LEMH,39.86259841918945,4.2186498641967765
768,EBOS,51.1988983154,2.8622200489
769,LEPA,39.551700591999996,2.73881006241
770,LEST,42.89630126953125,-8.415140151977539
771,LEVC,39.4893,-0.481625
772,LEVX,42.2318000793457,-8.62677001953125
773,LEXJ,43.427101135253906,-3.82000994682312
774,LEZL,37.41799926757813,-5.8931097984313965
775,LFBA,44.17470169067383,0.5905560255050659
776,LFBD,44.8283004761,-0.7155560255050001
777,LFBH,46.17919921875,-1.1952799558639526
778,LFBI,46.58769989013672,0.30666598677635193
779,LFBL,45.86280059814453,1.1794400215148926
780,EGNR,53.1781005859375,-2.977780103683472
781,LFBO,43.629101,1.36382
782,LFBP,43.38000106811523,-0.4186109900474548
783,LFBT,43.1786994934082,-0.006438999902456999
784,LFBX,45.19810104370117,0.815555989742279
785,LFBZ,43.4683333,-1.5311111000000002
786,LFCK,43.55630111694336,2.289180040359497
787,LFCR,44.407901763916016,2.4826700687408447
788,LFGJ,47.042685999999996,5.4350629999999995
789,LFHP,45.0806999206543,3.7628901004791264
790,LFJL,48.9821014404,6.25131988525
791,LFKB,42.55270004272461,9.48373031616211
792,LFKC,42.52444439999999,8.793055599999999
793,LFKF,41.5005989074707,9.097780227661133
794,LFKJ,41.92359924316406,8.8029203414917
795,LFLC,45.786701202399996,3.1691699027999998
796,DABT,35.7521018982,6.308589935300001
797,LFLL,45.725556,5.081111
798,LFLW,44.89139938354492,2.4219400882720947
799,LFML,43.439271921999996,5.22142410278
800,LFMN,43.658401489300005,7.215869903560001
801,LFMP,42.74039840698242,2.8706700801849365
802,LFMT,43.57619857788086,3.96301007270813
803,LFOB,49.45439910888672,2.1127800941467285
804,LFOT,47.4322013855,0.727605998516
805,GLRB,6.23379,-10.3623
806,LFPG,49.012798,2.55
807,LFPO,48.7233333,2.3794444
808,LFQQ,50.563332,3.0868860000000002
809,LFRS,47.15319824220001,-1.61073005199
810,LFSB,47.59,7.5291667
811,LFST,48.53829956054688,7.628230094909668
812,LGAL,40.855899810791016,25.956300735473636
813,LGAV,37.9364013672,23.944499969499997
814,LGHI,38.34320068359375,26.14060020446777
815,EHGG,53.1197013855,6.579440116880001
816,LGIR,35.3396987915,25.1802997589
817,LGKC,36.2742996216,23.0170001984
818,LGKL,37.06829833984375,22.02549934387207
819,LGKO,36.79330062866211,27.09169960021973
820,LGKP,35.4213981628418,27.145999908447266
821,LGKF,38.12009811401367,20.5004997253418
822,LGKR,39.601898193359375,19.911699295043945
823,LGLM,39.917098999000004,25.236299514799995
824,LGMK,37.43510055541992,25.348100662231445
825,LGMT,39.0567016602,26.5983009338
826,LGRP,36.40539932250977,28.086200714111328
827,LGSA,35.531700134277344,24.149700164794922
828,LGSM,37.68999862670898,26.911699295043945
829,LGSR,36.39920043945313,25.47929954528809
830,LGPZ,38.92549896240234,20.765300750732425
831,LGSY,38.967601776100004,24.4871997833
832,LGTS,40.51969909667969,22.97089958190918
833,LHBP,47.429759999999995,19.261093
834,LIBD,41.138901000000004,16.760599
835,LIBP,42.431702,14.1811
836,LIBR,40.6576,17.947001
837,LICA,38.905398999999996,16.2423
838,LICC,37.466801000000004,15.0664
839,LICD,35.497898,12.6181
840,LICG,36.816502,11.9689
841,LICJ,38.175999,13.091
842,LICR,38.071201,15.6516
843,LICT,37.9114,12.488
844,LIEA,40.632099,8.29077
845,LIEE,39.251499,9.05428
846,LIEO,40.898701,9.51763
847,LIMC,45.6306,8.728110000000001
848,LIME,45.673901,9.70417
849,LIMF,45.200802,7.64963
850,LIMJ,44.4133,8.8375
851,LIML,45.445099,9.27674
852,LIPE,44.5354,11.2887
853,LIPH,45.648399,12.1944
854,LIPQ,45.827498999999996,13.4722
855,LIPX,45.395699,10.8885
856,LIPZ,45.505299,12.3519
857,LIRA,41.7994,12.5949
858,LIRF,41.800277799999996,12.238888900000001
859,LIRN,40.886002000000005,14.2908
860,LIRP,43.683899,10.3927
861,LIRQ,43.810001,11.2051
862,LJLJ,46.223701,14.4576
863,LKMT,49.6963005065918,18.111099243164066
864,LKPR,50.1008,14.26
865,LLBG,32.011398315429695,34.88669967651367
866,LLET,29.56130027770996,34.960098266601555
867,LLHA,32.809398651123054,35.04309844970703
868,LMML,35.857498,14.4775
869,LOWG,46.9911003112793,15.439599990844727
870,LOWI,47.260201,11.344000000000001
871,LOWK,46.642502,14.3377
872,LOWL,48.2332,14.1875
873,LOWS,47.793300628699996,13.0043001175
874,LGZA,37.7509,20.8843
875,LOWW,48.110298156738004,16.569700241089002
876,LPAZ,36.97140121459961,-25.17060089111328
877,LPFL,39.455299377441406,-31.13139915466309
878,LPFR,37.014400482199996,-7.965909957889999
879,LPGR,39.092201232910156,-28.029800415039066
880,LPHR,38.51990127563477,-28.715900421142575
881,LPLA,38.761798999999996,-27.090799
882,LPMA,32.697899,-16.7745
883,LPPD,37.7411994934,-25.6979007721
884,LPPR,41.248100280799996,-8.68138980865
885,LPPT,38.7813,-9.13592
886,LQSA,43.82460021972656,18.331499099731445
887,LRCL,46.78519821166992,23.686199188232425
888,LRIA,47.17850112915039,27.6205997467041
889,LROD,47.02529907226562,21.90250015258789
890,LROP,44.5711111,26.085
891,LSGG,46.23809814453125,6.108950138092041
892,LSZA,46.00429916379999,8.9105796814
893,LSZH,47.464698999999996,8.54917
894,LTAC,40.128101348899996,32.995098114
895,LTAF,36.982200622600004,35.2803993225
896,LTAI,36.898701,30.800501
897,LTAJ,36.9472007751,37.4786987305
898,LTAN,37.979,32.561901
899,LTAP,40.829399,35.521999
900,LTAR,39.813801,36.9035
901,LTAU,38.770401000999996,35.4953994751
902,LTAY,37.7855987549,29.701299667399997
903,LTAZ,38.7719,34.5345
904,LTBA,40.976898,28.8146
905,LTBJ,38.292400360100004,27.156999588
906,LTBS,36.7131004333,28.792499542199998
907,LTCA,38.606899261500004,39.291400909400004
908,LTCC,37.893901825,40.201000213600004
909,LTCD,39.7102012634,39.5270004272
910,LTCE,39.9565010071,41.17020034789999
911,LTCF,40.562198638916016,43.1150016784668
912,LTCG,40.99509811401367,39.78969955444336
913,LTCI,38.46820068359375,43.332298278808594
914,LTCJ,37.929000854499996,41.1166000366
915,LTCK,38.74779891967773,41.66120147705078
916,LTCR,37.223300933800004,40.6316986084
917,LTCS,37.445663,38.895592
918,LTDA,36.36277771,36.282222747800006
919,LTFD,39.554599761999995,27.013799667399997
920,LTFE,37.25059890749999,27.664300918600002
921,LTFJ,40.898601532,29.3092002869
922,LUKK,46.92770004272461,28.93099975585937
923,LWSK,41.961601,21.621401000000002
924,LYBE,44.8184013367,20.3090991974
925,LYTV,42.404701232910156,18.72330093383789
926,MBGT,21.444499969482425,-71.14230346679688
927,MBPV,21.77359962463379,-72.26589965820312
928,MDJB,18.57250022888184,-69.98560333251953
929,MDPC,18.567399978599997,-68.36340332030001
930,MDSD,18.42970085144,-69.668899536133
931,MDST,19.406099319458008,-70.60469818115234
932,MGGT,14.5833,-90.527496
933,MHLC,15.7425,-86.852997
934,MHLM,15.4526,-87.923599
935,MHRO,16.316799,-86.523003
936,MHTG,14.06089973449707,-87.21720123291016
937,MKJP,17.935699462890625,-76.7874984741211
938,MMAA,16.757099151611328,-99.75399780273438
939,MMAS,21.705601,-102.318001
940,MMBT,15.7753,-96.26260400000001
941,MMCE,18.65369987487793,-91.79900360107422
942,MMCL,24.764499664299997,-107.474998474
943,MMCM,18.50469970703125,-88.32679748535156
944,MMCN,27.39259910583496,-109.83300018310548
945,MMCP,19.816799163800003,-90.50029754639999
946,MMCS,31.63610076904297,-106.4290008544922
947,MMCU,28.702899932900003,-105.96499633799999
948,MMCV,23.7033004761,-98.9564971924
949,MMCZ,20.52239990234375,-86.92559814453125
950,MMDO,24.1242008209,-104.52799987799999
951,MMEP,21.4195,-104.843002
952,MMGL,20.521799087524414,-103.31099700927734
953,MMHO,29.095899581900007,-111.047996521
954,MMIA,19.277,-103.57700200000001
955,MMIO,25.54949951171875,-100.9290008544922
956,MMLC,18.0016994476,-102.221000671
957,MMLM,25.6851997375,-109.081001282
958,MMLO,20.9935,-101.481003
959,MMLP,24.0727005005,-110.36199951200001
960,MMMA,25.7698993683,-97.5252990723
961,MMMD,20.9370002747,-89.657699585
962,MMML,32.6306,-115.241997
963,MMMM,19.849899292,-101.025001526
964,MMMT,18.1033992767,-94.58070373540001
965,MMMX,19.4363,-99.072098
966,MMMY,25.7784996033,-100.107002258
967,MMMZ,23.1613998413,-106.26599884
968,MMOX,16.9999008179,-96.72660064700001
969,MMPB,19.1581001282,-98.3713989258
970,MMPN,19.396699905395508,-102.03900146484376
971,MMPR,20.680099487304688,-105.25399780273438
972,MMQT,20.6173,-100.185997
973,MMRX,26.0089,-98.2285
974,MMSD,23.15180015563965,-109.72100067138672
975,MMSP,22.254299163800006,-100.930999756
976,MMTC,25.568300247199996,-103.41100311299999
977,MMTG,16.5636005402,-93.02249908450001
978,MMTJ,32.541099548339844,-116.97000122070312
979,MMTM,22.2964000702,-97.86589813229999
980,MMTO,19.3370990753,-99.5660018921
981,MMUN,21.036500930800003,-86.8770980835
982,MMVA,17.996999740600586,-92.81739807128906
983,MNMG,12.141500473022461,-86.16819763183594
984,MPTO,9.0713596344,-79.3834991455
985,MRLB,10.5933,-85.544403
986,MROC,9.993860244750977,-84.20880126953125
987,MSLP,13.4409,-89.055702
988,MTCH,19.733,-72.194702
989,MTPP,18.57999992370605,-72.2925033569336
990,MUCM,21.420299530029297,-77.84750366210938
991,MUCU,19.96980094909668,-75.83540344238281
992,MUHA,22.989200592041016,-82.40910339355469
993,MWCB,19.687000274658203,-79.88279724121094
994,MWCL,19.660161,-80.088826
995,MWCR,19.292800903299998,-81.3576965332
996,MYAM,26.5114,-77.08350300000001
997,MYCA,24.6294,-75.673797
998,MYEF,23.5625991821,-75.8779983521
999,MYEH,25.474899291999996,-76.6835021973
1000,MYEM,25.2847003937,-76.3310012817
1001,MYER,24.8950787333,-76.1768817902
1002,MYGF,26.5587005615,-78.695602417
1003,MYLD,23.179000854499996,-75.09359741210002
1004,MYLS,23.582317,-75.268621
1005,MYNN,25.0389995575,-77.46620178219999
1007,NCRG,-21.202699661300002,-159.805999756
1008,NFFN,-17.755399703979492,177.4429931640625
1009,NFNA,-18.04330062866211,178.5590057373047
1010,NFTF,-21.241199493408203,-175.14999389648438
1011,NGTA,1.3816399574279783,173.14700317382812
1012,NLWF,-14.3114004135,-178.065994263
1013,NSFA,-13.829999923706055,-172.00799560546875
1014,NTAA,-17.553698999999998,-149.60699499999998
1015,NTGC,-15.119600296020508,-148.2310028076172
1016,NTTB,-16.444400787353516,-151.75100708007812
1017,NTGF,-16.054100036621097,-145.65699768066406
1018,NTGV,-14.8681001663208,-148.7169952392578
1019,NTTH,-16.687200546264652,-151.02200317382812
1020,NTTM,-17.49,-149.761993
1021,NVSG,-15.3066997528,167.966995239
1022,NVSL,-16.461122800000002,167.829253
1023,NVSM,-16.584199905400002,168.15899658200001
1024,NVSN,-15.0,168.082992554
1025,NVSP,-16.0797,167.401001
1026,NVSS,-15.505000114399998,167.220001221
1027,NVVB,-19.2346,169.6009
1028,NVVD,-18.769399642899998,169.00100708
1029,NVVV,-17.699300765991,168.32000732422
1030,NVVF,-19.516399383499998,170.23199462899998
1031,NVVI,-18.856389,169.283333
1032,NWWW,-22.01460075378418,166.21299743652344
1033,NZAA,-37.0080986023,174.79200744599999
1034,NZAP,-38.73970031738281,176.08399963378906
1035,NZCH,-43.48939895629883,172.53199768066406
1036,NZDN,-45.9281005859375,170.197998046875
1037,NZGS,-38.66329956054688,177.97799682617188
1038,NZHN,-37.8666992188,175.332000732
1039,NZNP,-39.00859832763672,174.1790008544922
1040,NZNR,-39.465801,176.869995
1041,NZNS,-41.298301696777344,173.2209930419922
1042,NZNV,-46.41239929199219,168.31300354003906
1043,NZPM,-40.32059860229492,175.61700439453125
1044,NZQN,-45.0210990906,168.738998413
1045,NZRO,-38.10919952392578,176.31700134277344
1046,NZTG,-37.67190170288086,176.1959991455078
1047,NZTU,-44.30279922485352,171.22500610351562
1048,NZWB,-41.5182991027832,173.8699951171875
1049,NZWN,-41.327201843299996,174.80499267599998
1050,OAHR,34.209999084472656,62.22829818725586
1051,OAKB,34.565899,69.212303
1052,OAKN,31.505800247192386,65.84780120849611
1053,OBBI,26.27079963684082,50.63359832763672
1054,OEAB,18.2404003143,42.65660095210001
1055,OEAH,25.28529930114746,49.48519897460938
1056,OEAO,26.48,38.1288888889
1057,OEBA,20.296100616500002,41.6343002319
1058,OEBH,19.984399795532227,42.62089920043945
1059,OEDF,26.471200942993164,49.79790115356445
1060,OEGN,16.901100158691403,42.58580017089844
1061,OEGS,26.30279922485352,43.77439880371094
1062,OEGT,31.412413,37.278898
1063,OEHL,27.437901,41.686298
1064,OEJN,21.6796,39.156502
1065,OEMA,24.5534,39.705101
1066,OEPA,28.335199,46.125099
1067,OERF,29.626399993896484,43.4906005859375
1068,OERK,24.957599639892575,46.69879913330078
1069,OETB,28.3654,36.6189
1070,OETF,21.483001,40.543442
1071,OEYN,24.144199,38.0634
1072,OIAA,30.371099471999997,48.2282981873
1073,OIAW,31.3374004364,48.7620010376
1074,OIBB,28.944799423200003,50.834598541300004
1075,OIBK,26.526199340799998,53.9802017212
1076,OIBP,27.379601,52.737701
1077,OICC,34.3459014893,47.1581001282
1078,OICI,33.58660125732422,46.40480041503906
1079,OICK,33.43539810180664,48.28290176391602
1080,OIFM,32.75080108642578,51.86130142211914
1081,OIGG,37.323333,49.617778
1082,OIIE,35.416099548339844,51.152198791503906
1083,OIII,35.68920135498047,51.31340026855469
1084,OIKB,27.218299865722656,56.37779998779297
1085,OIKK,30.2744007111,56.9510993958
1086,OIMM,36.235198974609375,59.64099884033203
1087,OING,36.909400939899996,54.4012985229
1088,OINZ,36.635799408000004,53.1935997009
1089,OISL,27.6746997833,54.3833007812
1090,OISS,29.53919982910156,52.58980178833008
1091,OIZC,25.443300247199996,60.382099151599995
1092,OJAI,31.7226009369,35.9931983948
1093,OKBK,29.226600646972656,47.96889877319336
1094,OLBA,33.820899963378906,35.488399505615234
1095,OMAA,24.433000564575195,54.651100158691406
1096,OMDB,25.252799987800003,55.3643989563
1097,OMDW,24.896356,55.161389
1098,OMSJ,25.32859992980957,55.5172004699707
1099,OOKB,26.17099952697754,56.2406005859375
1100,HTZA,-6.22202,39.224899
1101,OOMS,23.593299865722656,58.284400939941406
1102,OOSA,17.038700103759766,54.09130096435547
1103,OPBW,29.348100662231445,71.71800231933594
1104,OPDG,29.961000442504886,70.48590087890625
1105,OPFA,31.364999771118164,72.99479675292969
1106,OPGD,25.23329925537109,62.32949829101562
1107,OPGT,35.918800354003906,74.33360290527344
1108,OPKC,24.9065,67.160797
1109,OPLA,31.5216007232666,74.40360260009766
1110,OPMJ,27.3351993560791,68.14309692382811
1111,OPMT,30.20319938659668,71.41909790039062
1112,OMAL,24.261699676513672,55.60919952392578
1113,OPPS,33.993900299072266,71.51460266113281
1114,OPQT,30.251399993896484,66.93779754638672
1115,OPRN,33.616699,73.099197
1116,ORBI,33.262500762900004,44.2346000671
1117,ORER,36.23759841918945,43.96319961547852
1118,ORMM,30.54910087585449,47.66210174560547
1119,ORNI,31.989853000000004,44.404317
1120,ORSU,35.5617485046,45.316738128699996
1121,OTHH,25.273056,51.608056
1122,PABA,70.13400268550001,-143.582000732
1123,PABE,60.77980042,-161.8379974
1124,PABL,65.9815979004,-161.149002075
1125,PABR,71.285402,-156.766008
1126,PABT,66.91390228,-151.529007
1127,PACD,55.20610046386719,-162.72500610351562
1128,PACE,65.57379913,-144.78300480000001
1129,PACI,66.6449966431,-143.74000549299998
1130,PACR,65.83049799999999,-144.076008
1131,PACV,60.49179839999999,-145.4779968
1132,PADE,66.0696029663,-162.76600647
1133,PADK,51.87799835205078,-176.64599609375
1134,PADL,59.04470062,-158.50500490000002
1135,PADQ,57.75,-152.4940033
1136,PAEN,60.57310104370117,-151.2449951171875
1137,PAFA,64.81510162,-147.85600280000003
1138,PAFM,67.1063,-157.856989
1139,PAFS,63.0186,-154.358002
1140,PAGA,64.73619843,-156.93699650000002
1141,PAGH,66.88809967041,-157.16200256348
1142,PAGL,64.5504989624,-163.007003784
1143,PAGM,63.76679992675781,-171.73300170898438
1144,PAGS,58.42530060000001,-135.7070007
1145,PAHC,62.18830108642578,-159.77499389648438
1146,PAHN,59.24380111694336,-135.52400207519528
1147,PAHO,59.64559936523438,-151.4770050048828
1148,PAHP,61.52389908,-166.1470032
1149,PAHX,62.6922988892,-159.569000244
1150,PAIK,66.9759979248,-160.43699646
1151,PAIL,59.75439835,-154.9109955
1152,PAIW,65.62259300000001,-168.095
1153,PAGN,57.503601,-134.58500700000002
1154,PAJN,58.35499954223633,-134.57600402832028
1155,PAKK,64.9394989014,-161.154006958
1156,PAKN,58.67679977,-156.6490021
1157,PAKT,55.35559845,-131.7140045
1158,PALG,61.53630065917969,-160.34100341796875
1159,PAMK,63.49010086,-162.1100006
1160,PANA,60.69029998779297,-161.97900390625
1161,PANC,61.174400329589844,-149.99600219726562
1162,PACH,61.579102,-159.216003
1163,PANU,64.729301,-158.074005
1164,PAOB,66.9123001099,-156.897003174
1165,PAOM,64.51219940185547,-165.44500732421875
1166,PAOT,66.88469696,-162.598999
1167,PAPG,56.80170059,-132.9450073
1168,PAQT,70.2099990845,-151.00599670399998
1169,PARC,68.1147,-145.578995
1170,PANI,61.58160018920898,-159.54299926757812
1171,PAMO,62.09540176391602,-163.6820068359375
1172,PAPB,56.5783004761,-169.662002563
1173,PATQ,70.46730041503906,-157.43600463867188
1174,PACM,61.84529876710001,-165.570999146
1175,PAVE,67.0086975098,-146.365997314
1176,PAVL,67.73619842529297,-164.56300354003906
1177,PAUN,63.88840103,-160.798996
1178,PGRO,14.17430019378662,145.2429962158203
1179,PGSN,15.119000000000002,145.729004
1180,PGUM,13.4834003448,144.796005249
1181,PHHN,20.79560089111328,-156.01400756835938
1182,PHJH,20.962900161743164,-156.67300415039062
1183,PHKO,19.738782999999998,-156.045603
1184,PHLI,21.97599983215332,-159.33900451660156
1185,PHMK,21.15290069580078,-157.0959930419922
1186,PHMU,20.001300811767575,-155.66799926757812
1187,PHNL,21.32062,-157.924228
1188,PHNY,20.785600662231445,-156.9510040283203
1189,PHOG,20.8986,-156.429993
1190,PKMJ,7.064760208129883,171.27200317382812
1191,PKWA,8.720120429992676,167.73199462890625
1192,PTKK,7.461870193481445,151.84300231933594
1193,PTRO,7.367310000000001,134.544236
1194,RCBS,24.4279,118.359001
1195,RCFN,22.7549991607666,121.10199737548828
1196,RCKH,22.57710075378418,120.3499984741211
1197,RCMQ,24.26469993591309,120.62100219726562
1198,RCNN,22.95039939880371,120.20600128173828
1199,RCQC,23.568700790405273,119.62799835205078
1200,RCSS,25.06940078735352,121.552001953125
1201,RCTP,25.0777,121.233002
1202,RJAA,35.764701843299996,140.386001587
1203,RJAF,36.16680145263672,137.92300415039062
1204,RJAH,36.181098938000005,140.414993286
1205,RJBB,34.42729949951172,135.24400329589844
1206,RJBE,34.632801055908196,135.2239990234375
1207,RJCB,42.7332992554,143.216995239
1208,RJCC,42.77519989013672,141.69200134277344
1209,RJCH,41.7700004578,140.822006226
1210,RJCK,43.0410003662,144.192993164
1211,RJCM,43.880599975600006,144.164001465
1212,RJCN,43.5774993896,144.960006714
1213,RJCW,45.4042015076,141.80099487299998
1214,RJDC,33.930000305200004,131.279006958
1215,RJDT,34.2849006653,129.33099365200002
1216,RJEB,44.303901672399995,143.404006958
1217,RJEC,43.670799255371094,142.44700622558594
1218,RJFE,32.66630172729492,128.83299255371094
1219,RJFF,33.585899353027344,130.45100402832028
1220,RJFK,31.80340003967285,130.718994140625
1221,RJFM,31.877199173,131.44900512700002
1222,RJFO,33.479400634799994,131.736999512
1223,RJFR,33.8459014893,131.035003662
1224,RJFS,33.149700164799995,130.302001953
1225,RJFT,32.83729934692383,130.85499572753906
1226,RJFU,32.916900634799994,129.914001465
1227,RJGG,34.8583984375,136.80499267578122
1228,RJKA,28.430599212646484,129.71299743652344
1229,RJNA,35.255001068115234,136.92399597167972
1230,RJNK,36.39459991455078,136.40699768066406
1232,RJNT,36.64830017089844,137.18800354003906
1233,RJNW,37.2930984497,136.962005615
1234,RJOA,34.4361000061,132.91900634799998
1235,RJOB,34.7569007874,133.854995728
1236,RJOC,35.4136009216,132.88999939
1237,RJOH,35.4921989440918,133.23599243164062
1238,RJOI,34.143902000000004,132.23599199999998
1239,RJOK,33.546101,133.669006
1240,RJOM,33.82720184326172,132.69999694824222
1241,RJOO,34.785499572753906,135.43800354003906
1242,RJOR,35.530101776100004,134.167007446
1243,RJOS,34.132801,134.60699499999998
1244,RJOT,34.214199066199996,134.01600647
1245,RJOW,34.676399231,131.789993286
1246,RJSA,40.73469924926758,140.69099426269528
1247,RJSK,39.6156005859375,140.218994140625
1248,RJSM,40.7032012939,141.367996216
1249,RJSN,37.955898284899995,139.121002197
1250,RJSR,40.1918983459,140.371002197
1251,RJSS,38.139701843299996,140.917007446
1252,RJSY,38.81219863889999,139.787002563
1253,RJTH,33.1150016785,139.785995483
1254,RJTT,35.552299,139.779999
1255,RKJB,34.991406,126.382814
1256,RKJJ,35.123173,126.805444
1257,RKJK,35.90380096435547,126.61599731445312
1258,RKJY,34.842300415039055,127.61699676513672
1259,RKNW,37.441201,127.963858
1260,RKPC,33.51129913330078,126.49299621582031
1261,RKPK,35.1795005798,128.93800354
1262,RKPS,35.088591,128.071747
1263,RKPU,35.59349823,129.352005005
1264,RKSI,37.46910095214844,126.45099639892578
1265,RKSS,37.5583,126.791
1266,RKTN,35.896871999999995,128.65531000000001
1267,RKTU,36.717008,127.498741
1268,ROAH,26.1958007812,127.64600372299999
1269,ROIG,24.396389000000003,124.245
1270,RPLC,15.186,120.559998
